staff_name,publication,publication_year
Yiu-Wing MAI,Concrete columns wrapped by glass fibre composites,1997
Yiu-Wing MAI,Material removal evaluation in the optical polishing of hydrophilic polymer materials,1997
Yiu-Wing MAI,Fibre-matrix interface characterization and fibre fragmentation test,1995
Yiu-Wing MAI,Cyclic fatigue of a sintered Al2O3/ZrO2 ceramic,1995
Yiu-Wing MAI,Fracture Mechanics of Cementitious Materials,1995
Yiu-Wing MAI,Fatigue crack growth and crack shielding in a Fe-C-Cu sintered steel,1994
Yiu-Wing MAI,Damage Progression in Carbon Fibre Reinforced Metal Laminates,1994
Yiu-Wing MAI,Microstructural Aspects of Interpenetrating Polymer Networks Based on Block Copolymers,1994
Yiu-Wing MAI,Effects of processing on fatigue crack growth and creep rupture in unplasticized polyvinyl chloride (uPVC),1993
Yiu-Wing MAI,On the low endurance fatigue of rubber-toughened adhesives and its implication on characterization of damage,1993
Yiu-Wing MAI,Static Fatigue in Dilatant-Zone-Toughened Ceramics,1993
Yiu-Wing MAI,Cyclic fatigue behaviour of eutectoid aged Mg-PSZ ceramics with processing flaws,1993
Yiu-Wing MAI,On mixed-mode plane stress ductile fracture,1989
Yiu-Wing MAI,"Discussion on"" A study of the quasi-static tearing of thin metal sheets"" by TX Yu, DJ Zhang, Y. Zhang and Q. Zhou. Int. J. Mech. Sci. 30, 193-202 (1988)",1989
Yiu-Wing MAI,Computer simulation of fracture behaviour of short fibre reinforced cement,1986
Yiu-Wing MAI,Analytical modeling of Crack Growth Resistance Curves in double Cantilever Beam Fibre Reinforced Cement Specimens,1986
Yiu-Wing MAI,General equations in the mechanics of fracture accounting for unloaded displacement irreversibilities,1985
Yiu-Wing MAI,A discussion of the paper: The estimation of fracture surface energy as a measure of the “toughness” of hardened cement paste by KL Watson,1979
Yiu-Wing MAI,FRACTURE MECHANICS AND METALWORKING.,1979
Yiu-Wing MAI,Fracture criterion and crack stability in grooved beam-like testpieces,1976
Yiu-Wing MAI,Crack propagation in ceramic materials under cyclic loading conditions,1975
Yiu-Wing MAI,On the rate of slow cracking of materials,1972
Yiu-Wing MAI,A statistical time-dependent fracture theory for brittle materials,Unknown
Yiu-Wing MAI,"'Fracture Mechanics of Cementitious Materials',(Blackie Academic & Professional, 1996)",Unknown
Yiu-Wing MAI,In situ three-roll mill exfoliation approach for fabricating asphalt/graphite nanoplatelet composites as thermal interface materials,2024
Yiu-Wing MAI,JR-Δa Curves of 9 mol% Ce-TZP Ceramics with Different Grain Size and Specimen Geometry,2023
Yiu-Wing MAI,Advances on Thermally Conductive Epoxy‐Based Composites as Electronic Packaging Underfill Materials—A Review (Adv. Mater. 52/2022),2022
Yiu-Wing MAI,Manipulating ferroelectric behaviors via electron-beam induced crystalline defects,2021
Yiu-Wing MAI,Study on morphology and toughening mechanisms in polymer blends by microscopic techniques,2019
Yiu-Wing MAI,Applications of X-ray photoelectron spectroscopy and secondary ion mass spectrometry in characterization of polymer blends,2019
Yiu-Wing MAI,Modelling crack toughness curves in fibre-reinforced cement composites,2018
Yiu-Wing MAI,Surface Functionalized CNTs Grafted Short Carbon Fibers in CFRP Composites as Interleaving Toughener and Damage Sensor,2017
Yiu-Wing MAI,Flame Retardancy,2016
Yiu-Wing MAI,Wear/Scratch Damage,2016
Yiu-Wing MAI,Ecological issues,2016
Yiu-Wing MAI,Nanoparticles,2016
Yiu-Wing MAI,Determinants of Thermal Stability in Nano-Sized Binary Alloys,2012
Yiu-Wing MAI,Compression behavior of a self-healing fibre reinforced epoxy composite,2011
Yiu-Wing MAI,Fracture mechanics analysis on Smart-Cut® technology: effects of stiffening wafer and defect interaction,2008
Yiu-Wing MAI,Accumulation damage mode for ferroelectric ceramics subjected to mode III fatigue loading conditions,2008
Yiu-Wing MAI,Effect of Input Electric Field on Fatigue Degradation of Piezoelectric Fibre Bridging Force,2007
Yiu-Wing MAI,Study of the spring-in phenomenon,2006
Yiu-Wing MAI,Notch effects in tensile behavior of AM60 magnesium alloys,2006
Yiu-Wing MAI,"ICF11 2005: Honour and Plenary Lectures Presented at the 11th International Conference on Fracture (ICF11), Held in Turin, Italy, on March 20-25, 2005",2006
Yiu-Wing MAI,Dispersion and alignment of carbon nanotubes in polymer matrix: a review (I) dispersion of carbon nanotubes in polymer matrix,2005
Yiu-Wing MAI,Synthesis and mechanical properties of nanostructured Mg-Al-Nd alloys,2005
Yiu-Wing MAI,Composite forming simulations: from fundamental research to industrial application,2005
Yiu-Wing MAI,铜单晶循环变形饱和阶段疲劳裂纹萌生及表面区域内应力分布的模拟,2005
Yiu-Wing MAI,Preparation and characterization of nanocrystalline calcium phosphate/Al2O3-Ti biocomposite,2004
Yiu-Wing MAI,14 CRACK GROWTH IN A SINTERED Al2O3/ZrO2 COMPOSITE SUBJECTED TO MONOTONIC AND CYCLIC LOADING,2004
Yiu-Wing MAI,Permeability of sisal textile reinforced composites by resin transfer molding,2004
Yiu-Wing MAI,Application of essential work of fracture methodology to polymer fracture,2004
Yiu-Wing MAI,Modelling of thickness effect on fracture toughness of adhesive joints,2003
Yiu-Wing MAI,Polysilsesquioxane nanosheets synthesized in confined environment,2003
Yiu-Wing MAI,Experimental investigation on fatigue crack growth normal to a bimaterial interface,2002
Yiu-Wing MAI,Effect of MA-SEBS to mechanical behavior of injection molded composites of polypropylene and sisal fiber,2002
Yiu-Wing MAI,Structural p roperties and mechanicaI behavio r of in JectiOn moIded composites of p0Iyp r0pyIene and sisal fib re,2002
Yiu-Wing MAI,A damage identification approach based on stress wave propagation,2002
Yiu-Wing MAI,Crystallization-induced stress in tungsten nitride thin films,2000
Yiu-Wing MAI,Evaluation of interface properties from a fibre fragmentation test,2000
Yiu-Wing MAI,ICF9 National Organizing Committee,1997
Yiu-Wing MAI,Polymer blends and polymer composites,1997
Yiu-Wing MAI,Application of JQ theory to the local approach statistical model of cleavage fracture,1997
Yiu-Wing MAI,Crack closure during cyclic fatigue in MG-PSZ ceramic as detected by acoustic emissions,1996
Yiu-Wing MAI,Constraint effect on fracture behaviour of adhesive joints with different bond thickness,1995
Yiu-Wing MAI,The effects of material microstructure on cyclic fatigue crack growth in transformation-toughened ceramics,1994
Yiu-Wing MAI,Time-dependent fracture of a two-phase brittle material,1992
Yiu-Wing MAI,Mechanics and mechanisms of cyclic fatigue-crack propagation in transformation-toughened zirconia ceramics,1992
Yiu-Wing MAI,Stress intensity factor for ceramics toughened by microcracking caused by dilatant second phase particles,1992
Yiu-Wing MAI,The effect of constraint on fracture of carbon and low alloy steel,1992
Yiu-Wing MAI,A comparison of instability during interfacial debonding in fibre pull-out and fibre push-out,1992
Yiu-Wing MAI,R-curve effect on statistical fracture behaviour of ceramics,1991
Yiu-Wing MAI,Closed‐form Weight Function for an Internal Elliptical Crack in an Infinite Body,1989
Yiu-Wing MAI,Further Observations on Mixed Mode Plane Stress Ductile Fracture,1983
Yiu-Wing MAI,Comments on ″Strength and fracture properties of asbestos-cement mortar composites ″,1980
Yiu-Wing MAI,Fracture Toughness Evaluation of Polymers with Surface-Crack Specimens,1978
Yiu-Wing MAI,Quasi-static cracking of PMMA in hostile environments,1974
Yiu-Wing MAI,ON THE APPLICABILITY OF THE ESSENTIAL WORK OF FRACTURE METHOD TO THICK ABS SE (B)-SPECIMENS,Unknown
Yiu-Wing MAI,Three-dimensional elastoplastic finite element modelling of deformation and fracture behaviour for rubber-modified PC at different stress triaxiality,Unknown
Yiu-Wing MAI,Matthew Woo. Analytical solution for the dynamics of printed circuit board–applies to study the effects of distorted excitation pulse,Unknown
Yiu-Wing MAI,Dual-Porosity Apparent Permeability Models of Unconventional Gas Migration Based on Biot’s Porous Media,2024
Yiu-Wing MAI,Thermal conductive aramid nanofiber/surface-decorated alumina microsphere composite separator,2024
Yiu-Wing MAI,Failure of metal-matrix composites,2023
Yiu-Wing MAI,Mechanical Properties,2016
Yiu-Wing MAI,Interfaces,2016
Yiu-Wing MAI,Size effect on curie and ordering temperatures of magnetic nanoalloys,2016
Yiu-Wing MAI,Permeable interfacial crack in electrostrictive materials,2011
Yiu-Wing MAI,Polymer–Magnesium Hydroxide Nanocomposites by Emulsion Polymerization,2010
Yiu-Wing MAI,Modelling permeability behaviour of polymer nanocomposites,2010
Yiu-Wing MAI,Fracture toughness and mechanisms of nylon 6/organoclay/elastomer nanocomposites,2009
Yiu-Wing MAI,Deformation and failure studies of polymer Nanocomposites,2009
Yiu-Wing MAI,Tensile Deformation Behaviours of Nylon 6 Based Nanocomposites,2008
Yiu-Wing MAI,PEEK-and PTFE-Based Composites for Tribology Applications in a Range between Liquid Helium and Room Temperature,2007
Yiu-Wing MAI,Effect of surfactant on wear of polymer nanocomposites,2007
Yiu-Wing MAI,The origin of superhardness in nanocomposite coatings: Analysis of nanoindentation and scratch tests,2007
Yiu-Wing MAI,A simple damage-accumulation model for constraint effects on ductile fracture,2006
Yiu-Wing MAI,Some Issues on Structure-Properties of Polymer Nanocomposites,2006
Yiu-Wing MAI,Specimen design for IFSS measurement in fiber pullout test,2006
Yiu-Wing MAI,Corrigendum to:“Fracture of piezoelectromagnetic materials”[Mechanics Research Communications 31 (2004) 65–73],2006
Yiu-Wing MAI,On Mode i and Mode II bridging laws and bridging mechanisms in z-pinned composite laminates,2005
Yiu-Wing MAI,Role of clay on surface micro-wear processes in nylon-based nanocomposites fabricated in a novel manner,2005
Yiu-Wing MAI,Boundary effect on fracture energy of polymeric adhesives,2005
Yiu-Wing MAI,Stress singularity analysis of interface end and specimen design for fiber pullout test,2004
Yiu-Wing MAI,Mixed-mode Fracture of a CF/PEI Composite Material,2004
Yiu-Wing MAI,A Self-consistent model for directional dependence of crack growth,2004
Yiu-Wing MAI,"Erratum to''Low-cycle fatigue behavior of Al-based composites containing in situ TiB 2, Al 2 O 3 and Al 3 Ti reinforcements''[Mater. Sci. Eng. A 358 (1-2)(2003) 99-106]",2004
Yiu-Wing MAI,Asymptotic fields for dynamic crack growth in non-associative pressure sensitive materials,2003
Yiu-Wing MAI,Tensile deformation mechanisms of polypropylene/elastomer blends reinforced with short glass fiber,2003
Yiu-Wing MAI,Study of tearing behaviour of ductile polymeric films using the essential work of fracture method.,2002
Yiu-Wing MAI,Fracture Behavior of Polypropylene Modified with Metallocene Catalyzed Polyolefin,2001
Yiu-Wing MAI,The Fracture Toughness of Some Metal Matrix Composites-Comparison of Techniques,2001
Yiu-Wing MAI,Part 1: Fracture Mechanics of Materials-Fracture Mechanics-A Combined Model of Short Crack Closure Accounting for Both Plasticity and Roughness Induced Crack Closures,2000
Yiu-Wing MAI,Determinacion de parametres de fractura dinamica de poliamidas modifcadas con goma,2000
Yiu-Wing MAI,PROCESSING AND INTERFACE OPTIMISATION OF WOOD-PLASTIC COMPOSITES,2000
Yiu-Wing MAI,Manufacturing and testing of thermoplastic composite high load hinge,1999
Yiu-Wing MAI,Statistical analysis and experiments on fatigue of fibre composite laminates,1999
Yiu-Wing MAI,SMA composites for aero-structure repairs,1999
Yiu-Wing MAI,Fiber fragmentation by twin-fiber bending beam,1999
Yiu-Wing MAI,Design and Testing of an Aircraft Composite Hinge,1998
Yiu-Wing MAI,Characteristics of resistance welding of lap shear coupons. II. Consolidation,1998
Yiu-Wing MAI,Micromechanical Modelling of Particle-Crack Tip Interaction in Rubber-Toughened Epoxies,1998
Yiu-Wing MAI,Experimental and numerical investigations on ductile-to-brittle transition in a carbon steel,1997
Yiu-Wing MAI,Finite element analysis on the fracture of rubber toughened polymer blends,1997
Yiu-Wing MAI,"Reactive blending and J-integral fracture resistance of PA6, 6/PP blends with SEBS-g-MA",1997
Yiu-Wing MAI,Thermal fracture of functionally gradient ceramics,1996
Yiu-Wing MAI,"Effect of bond thickness on mode-I, mode-II and mixed-mode fracture of adhesive joints",1996
Yiu-Wing MAI,LCP toughened PC/PBT blend,1996
Yiu-Wing MAI,Optimisation of compression moulding conditions of carbon fibre fabric reinforced polyetherimide composite material,1996
Yiu-Wing MAI,Tensile behavior of a sintered steel at elevated temperatures,1995
Yiu-Wing MAI,Failure characteristics in a carbon fiber reinforced metal laminate,1995
Yiu-Wing MAI,Fatigue Behavior of an Al2O3/ZrO2 Ceramic under Cyclic Loading,1994
Yiu-Wing MAI,Part 1: Deformation analysis of nut-in-shell,1994
Yiu-Wing MAI,Optimisation of toughness and strength properties in fibre composites with controlled interfaces,1993
Yiu-Wing MAI,Micromechanics Analysis of Fibre Fragmentation Test,1993
Yiu-Wing MAI,Comparison of two single fibre interface tests,1993
Yiu-Wing MAI,Strain‐Rate‐Dependent Transformation Behavior of a 9 mol% Ce‐TZP Ceramic,1992
Yiu-Wing MAI,Influence of grain size on deformation characteristics in scratching of alumina ceramics,1992
Yiu-Wing MAI,The effect of fibre pre-tension on residual stresses in fibre composites,1992
Yiu-Wing MAI,Fracture Toughness of Interpenetrating Polymer Networks and Related Materials,1991
Yiu-Wing MAI,MECHANISMS OF CRACK GROWTH RESISTANCE IN MACRO-DEFECT-FREE CEMENT PASTE,1989
Yiu-Wing MAI,Fracture toughness of Kevlar-epoxy composites with interfacial coating,1989
Yiu-Wing MAI,Fibre reinforced concrete,1986
Yiu-Wing MAI,"FRACTURE TOUGHNESS OF PRESSURE VESSEL STEELS-AWRA DOCUMENT P2-45-85, AWRA CONTRACT 93.",1985
Yiu-Wing MAI,Failure of rubber‐modified plastic liners,1983
Yiu-Wing MAI,Effect of cold extrusion and heat treatment on the mechanical properties of polypropylene,1982
Yiu-Wing MAI,Evaluation of Liquid-Metal-Embrittlement by the Quasistatic Crack Propagation Technique,1978
Yiu-Wing MAI,DYNAMIC CRACK PROPAGATION IN MATERIALS WITH RATE-DEPENDENT FRACTURE TOUGHNESS.,1978
Yiu-Wing MAI,The interpretation of quasistatic fatigue crack growth,1978
